[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 今天这场对话让我感受到了一种冰冻解封后的人间烟火气息
[05:20:40] 我们有从openAI
[05:20:42] 有从这个GDM
[05:20:43] 有从各个地方过来的小伙伴
[05:20:45] 大家不是为了要赚多少钱
[05:20:48] 然后说IPO要上市怎么样
[05:20:50] 大家
[05:20:51] 心里面也非常非常的纯净
[05:20:53] 就是想要做research
[05:20:54] 并且大家觉得
[05:20:57] 我们有机会
[05:20:59] 能够去成为一个
[05:21:02] 某种意义上的
[05:21:04] 影响这个AI进程的人
[05:21:06] 这件事情我觉得其实
[05:21:09] 大家很多时候其实
[05:21:11] 都因为现在这个行业的
[05:21:13] 行业的变化
[05:21:14] 我觉得心态也会发生一些
[05:21:18] 一些很微妙的变化吧
[05:21:20] 对
[05:21:21] 意思是说
[05:21:23] 现在大家会有点过于走
[05:21:26] 走到一个极端是说
[05:21:27] 我们要lower everybody's ego
[05:21:29] everybody is part of the team
[05:21:31] 对吧
[05:21:32] 就是都是这个团队的一员
[05:21:33] 但事实上在发生的事情是
[05:21:35] 他们确实变成了这个团队一员
[05:21:37] 但他同时也变成了
[05:21:39] 这个巨大的machine
[05:21:41] 这个机器中的一个
[05:21:42] 可以轻易被替换的一个螺丝钉
[05:21:45] 我完全同意
[05:21:48] research如果有太强的ego
[05:21:51] 这件事情不利于团队的协作
[05:21:53] 但是我还是希望给予年轻人
[05:21:58] 有足够的visibility
[05:21:59] 因为我觉得这件事情
[05:22:01] 能让他们有他们自己的人物
[05:22:03] 湖光
[05:22:04] 然后能够让他们真的成长起来
[05:22:07] 变成一个
[05:22:08] 现在对吧
[05:22:10] 在外面有很大声望的
[05:22:13] 这些leading researcher
[05:22:15] 对吧
[05:22:16] 但我觉得现在这样的
[05:22:17] 这样的pipeline
[05:22:19] 收的越来越紧了
[05:22:22] 或者说这样的上升的通道
[05:22:24] 越来越少
[05:22:25] 然后所以这件事情是
[05:22:28] 至少是我们的一个招人的strategy
[05:22:30] 是说我们会真的真的非常希望
[05:22:32] 这种mission driven的年轻人
[05:22:34] 加入到这个公司来
[05:22:36] 大家一起来做成一件事情
[05:22:38] 我们其实不想把一些很established
[05:22:41] 这些已经是super hero一样
[05:22:45] 超能英雄一样的这些researcher
[05:22:47] 聚拢到一起
[05:22:48] 然后希望大家
[05:22:49] 有某种化学反应
[05:22:50] 我不相信这件事情
[05:22:51] 为什么
[05:22:52] 就不能这个团队里有多个你
[05:22:56] 是吗
[05:22:56] 完全不是
[05:22:57] 这个跟我自己的一个
[05:22:58] 没有任何关系
[05:22:59] 我的感觉是
[05:23:01] 一个人很难被
[05:23:05] 不不
[05:23:06] 首先我这样的人
[05:23:07] 我们可以招很多
[05:23:08] 我不觉得我是一个
[05:23:09] 完全不是
[05:23:10] 这个千万不要误会我
[05:23:12] 但是我说的是
[05:23:14] 可能那些我们刚刚说的25篇
[05:23:16] 改变了AI历史的这些paper的这些作者
[05:23:19] 对
[05:23:20] 然后我觉得相比于他们
[05:23:22] 我会更倾向于
[05:23:24] 招一些有很好的reputation
[05:23:27] 很强的能力
[05:23:28] 但somehow还大家不知道的这些人
[05:23:31] 对
[05:23:32] 然后我觉得
[05:23:33] 要问我为什么的话
[05:23:35] 我会觉得
[05:23:36] 一个人很难被闪电击中两次
[05:23:40] 如果你已经发了这二十几篇paper中的一篇
[05:23:45] 你再发下一次
[05:23:47] 类似这样的paper的guide
[05:23:49] 我觉得会低很多
[05:23:50] 就是为什么你一直要说
[05:23:52] 我在这二十篇之外
[05:23:53] 对我在
[05:23:54] 不是这个目的
[05:23:56] 但是但是但是确实确实确实我在这个之外
[05:23:58] 但这件事情真的
[05:24:01] 不关乎于我
[05:24:03] 我觉得我希望
[05:24:04] 然后我觉得这件事情也是
[05:24:06] by the way
[05:24:07] 这个公司是我唯一的一个机会
[05:24:09] 能够keep我的NYU的affiliation
[05:24:11] 能够建立一定的academic engagement
[05:24:15] 我还会我还是会全全职的投入到这件事情上
[05:24:18] 但至少我还会投入到这件事情上
[05:24:19] 我不用很抱歉的跟我的学生说
[05:24:21] 对不起
[05:24:22] 我刚把你招过来招了一年
[05:24:23] 现在我要走了
[05:24:25] 你们自求多福
[05:24:26] 我我我当初其实有一点这样的计划很筹备
[05:24:32] 但后来我发现
[05:24:34] 我做不到
[05:24:36] 为什么
[05:24:39] 不知道
[05:24:39] 我觉得我觉得我的学生
[05:24:41] 我我都我都很爱他们
[05:24:43] 我觉得他们都是特别优秀的人
[05:24:45] 他们
[05:24:47] 比如说有几个学生吧
[05:24:48] 然后他们通过
[05:24:49] 他们的project
[05:24:50] 然后做完这一套下来
[05:24:53] 我也我也在各个公司也有一些这个经验
[05:24:56] 对吧
[05:24:57] 我也跟不同的人打过交道
[05:24:58] 但我觉得我有几个学生
[05:25:00] 比我见到了所有的这些leading research lab的这些研究员都更强啊
[05:25:05] 从成熟度
[05:25:06] 从工程能力
[05:25:07] 从research taste来讲
[05:25:09] 他们都更强
[05:25:10] 但somehow他们在学校里面没有一个渠道
[05:25:13] 能够真正的啊
[05:25:16] 做一个在在充足的资源的情况下去做一个不一样的事
[05:25:19] 对啊
[05:25:20] 倒不是说这些学生都会加入这个公司
[05:25:22] 我觉得肯定不会
[05:25:23] 我们还是会有一个清晰的boundary
[05:25:25] 但只是说in general
[05:25:27] 我希望我们的这个公司叫emilabs
[05:25:31] 他能够承担起一定的这种这种定位
[05:25:35] 他能够联系起学术界里面想做事情的年轻人
[05:25:40] 让他们能够参与到这个历史的进程
[05:25:43] 我觉得这一部分的对这个这个渠道在现在现在现在的很多这个lab里面是不一样的
[05:25:49] 不存在
[05:25:49] 嗯
[05:25:50] 如果了困不从麦塔离职
[05:25:53] 你会创业吗
[05:25:54] 呃
[05:25:55] 我觉得我可能也会
[05:25:57] 但可能会纠结一段时间
[05:25:58] 你会自己做seo
[05:26:00] 呃
[05:26:00] 我觉得我不知道
[05:26:02] 对
[05:26:02] 我觉得
[05:26:03] 呃
[05:26:04] 对
[05:26:04] 如果如果如果这么决定的话
[05:26:06] 也是一个另外一个玄学决定的吧
[05:26:08] 啊
[05:26:09] 但至少我现在不知道
[05:26:10] 对
[05:26:10] 你会做这个方向吗
[05:26:12] 如果是那样的话
[05:26:12] 呃
[05:26:13] 我会在想
[05:26:14] 对
[05:26:14] 或者说我现在在公司里面我们讨论的问题
[05:26:16] 就是exactly
[05:26:17] 我一直在想做的事情
[05:26:19] 嗯
[05:26:20] 然后然后这件事情所以有一点不谋而合
[05:26:22] 而且其实这个这件事情
[05:26:24] 而且我不懂商业啊
[05:26:25] 所有的这些逻辑
[05:26:26] 但是有一些点我觉得很有趣
[05:26:29] 就是我们想要build这样一个反向的opi啊
[05:26:31] 什么叫做反向的opi
[05:26:33] 就是正向的opi是说我现在有互联网作为我的数据的发源地
[05:26:37] 然后把数据download下来
[05:26:38] train一个transformer
[05:26:40] train一个GPT model
[05:26:41] 好
[05:26:41] 我们现在有一个智能对吧
[05:26:43] 然后这个东西你们可以叫它AGI
[05:26:45] 但by the way我也我也我也非常反对这个词
[05:26:48] 我觉得AGI是什么呢
[05:26:48] 我觉得AGI是什么呢
[05:26:49] 是一个完完全全的伪名题
[05:26:51] 但anyway
[05:26:51] 这个这个你有这个逻辑之后
[05:26:54] 然后我们现在有了这样一个模型
[05:26:56] 有了这样一个intelligence
[05:26:57] 我想要把这个东西push到我的market
[05:27:00] 对吧
[05:27:01] 然后不管是2C
[05:27:02] 然后或者一些2B的application都没问题
[05:27:04] 然后什么是反向的opi呢
[05:27:06] 是说要做这个model本身
[05:27:10] 这件事情没办法直接从互联网上download下来
[05:27:14] 哦
[05:27:15] 我没有这个shortcut可以走
[05:27:17] 我们需要走
[05:27:19] 一条更加艰辛
[05:27:22] 并且我们不能自己走这条路
[05:27:25] 所以这是我刚刚说的
[05:27:27] world model needs the world
[05:27:29] 所以我们希望反向会还是说
[05:27:31] 会有很多的这些
[05:27:33] 有点有点草根联盟的感觉
[05:27:35] 你知道吗
[05:27:36] 就这些不愿意就是在AI的浪潮面前
[05:27:40] 有点formal
[05:27:42] 然后有具体的问题要解决
[05:27:44] 有很多的数据
[05:27:45] 类似这样的公司
[05:27:46] 大家可以一起携手通过某种合作模式来解决
[05:27:48] 大家可以一起携手通过某种合作模式来解决
[05:27:49] 做伙伴的方式
[05:27:50] 一起去共建这样一个模型
[05:27:52] 对吧
[05:27:53] 然后你可以形成这样一个闭环
[05:27:55] 我们可以有初始的世界模型
[05:27:57] 我们可以deliver这样的世界模型去创造价值
[05:27:59] 我们可以deliver这样的世界模型去创造价值
[05:28:00] 大家拿到这样的模型
[05:28:01] 可以得到一些回报
[05:28:03] 然后可以产生更多的数据
[05:28:04] 然后可以产生更多的数据
[05:28:05] 来重新去反补我们自己的这个foundation的数据
[05:28:06] 来重新去反补我们自己的这个foundation的数据
[05:28:07] 来重新去反补我们自己的这个foundation的数据
[05:28:08] 这个世界模型
[05:28:09] 所以你需要从这些生态里收集多少数据
[05:28:10] 所以你需要从这些生态里收集多少数据
[05:28:11] 所以你需要从这些生态里收集多少数据
[05:28:12] 你需要哪些类别的数据
[05:28:13] 你需要哪些类别的数据
[05:28:14] 这个就是这个公司接下来我们要讨论的事情
[05:28:15] 这个就是这个公司接下来我们要讨论的事情
[05:28:16] 这个就是这个公司接下来我们要讨论的事情
[05:28:17] 这个就是这个公司接下来我们要讨论的事情
[05:28:18] 我觉得现在能够看到的事情是说
[05:28:19] 我觉得现在能够看到的事情是说
[05:28:20] 因为Young其实有她的名望在这儿
[05:28:21] 因为Young其实有她的名望在这儿
[05:28:22] 因为Young其实有她的名望在这儿
[05:28:23] 因为Young其实有她的名望在这儿
[05:28:24] 而且他作为一个真真正正的世界人
[05:28:30] 他有一个非常neutral的face
[05:28:31] 一个中立的角色
[05:28:33] 他是一个美国人
[05:28:36] 但他也是一个法国人
[05:28:37] 然后他
[05:28:39] 对我们又不在硅谷的
[05:28:42] 所以其实能吸引很多很多这样的
[05:28:45] potential的这种partner
[05:28:48] 对
[05:28:48] 然后遍布全球
[05:28:51] 我们这个公司第一天就会有四个office
[05:28:54] 总部设在巴黎
[05:28:55] 但是也会有纽约
[05:28:57] 蒙特利尔
[05:28:59] 然后还有新加坡
[05:29:01] 四个office
[05:29:02] 然后目的也是说
[05:29:04] 怎么样把这样的一个联盟
[05:29:06] 能够打造起来
[05:29:08] 大家一起在这个research道路上面往前走
[05:29:11] 然后这件事情
[05:29:12] 其实我还有一个很有趣很有趣的故事
[05:29:14] 或者一个比喻
[05:29:14] 就是你知道
[05:29:15] 这个mastercard是怎么来的吗
[05:29:17] 美国大家用信用卡
[05:29:19] 有visa还有mastercard
[05:29:20] 对吧
[05:29:21] 是不是反visa
[05:29:22] 对是反visa
[05:29:23] exactly
[05:29:24] 但这个story还蛮有趣的
[05:29:26] 这也是我一个很好的朋友
[05:29:29] 和我的一个mentor告诉我的
[05:29:30] 他说
[05:29:31] visa一开始是这个boa这个银行
[05:29:35] 创立起来的
[05:29:36] 对吧
[05:29:36] 在此之前没有人有这种信用卡的模式的
[05:29:39] 然后boa build了visa credit card
[05:29:42] 然后push to market
[05:29:43] 然后赚的盆满钵满
[05:29:45] 然后他还藏着掖着
[05:29:47] 他还不告诉别人
[05:29:49] 他别人问了就说
[05:29:50] 我们这个是赔钱的生意
[05:29:51] 然后这个东西一点都不赚钱
[05:29:54] 直到过了一两年
[05:29:55] 这件事情藏不住了
[05:29:57] 因为财务上你已经能看出来了
[05:29:58] 然后其他人就慌了
[05:30:00] 你知道吗
[05:30:01] 加上就说这个怎么办
[05:30:04] 这个你现在已经把这个market
[05:30:06] 已经dominant了
[05:30:07] 然后我们每一个小的银行
[05:30:09] 我的体量都打不过你
[05:30:11] 这个bank of america
[05:30:12] 然后这个我们现在单独发一张信用卡
[05:30:15] 我又抢占不过市场怎么办呢
[05:30:17] 那他们就说
[05:30:18] 不如我们把所有的这些local bank组织起来
[05:30:21] 变成一个联盟
[05:30:23] 好
[05:30:24] 我们一起推出一张信用卡叫MaskCard
[05:30:26] 对这是怎么样反Visa
[05:30:30] 然后或者说没有真的反Visa吧
[05:30:32] 但至少能够跟Visa分庭抗礼的一个方式
[05:30:37] 我并不是说我们的这个公司真的要走这样的模式
[05:30:41] 但我觉得在某种意义上会有这样的相似之处
[05:30:44] 对
[05:30:45] 但我觉得这也是为什么world model
[05:30:48] 是一个很不一样的这样一个
[05:30:53] 一个一个
[05:30:54] 这个叙事的逻辑
[05:30:56] 它更加decentralized
[05:30:58] 更加分布化
[05:31:00] 然后也天然的怎么讲
[05:31:06] resist某种垄断
[05:31:08] 对
[05:31:09] 我觉得还是挺有意思的
[05:31:11] 然后这也是我们开放性的来源
[05:31:13] 这也是为什么我们会能够更open-minded
[05:31:17] 去讨论这些合作
[05:31:18] 不管是跟学术界还是跟这些industry partner
[05:31:21] 因为这件事情是research exploration
[05:31:23] 因为这件事情是research exploration
[05:31:24] 的一部分
[05:31:24] 对当然我们也不是说我们所有的research都会开源
[05:31:27] 或者怎么样
[05:31:28] 这还是一个正经而严肃的一个创业公司
[05:31:32] 但是我觉得我们可能可以做的不一样
[05:31:36] 对
[05:31:37] 但我觉得想要做成这样的不一样的事情还是蛮难的
[05:31:40] 因为像我说的对吧
[05:31:42] 我一直在强调其实我们在寻找一种平衡
[05:31:47] 这个平衡是说对吧
[05:31:49] 它既不是一个纯粹的research lab
[05:31:52] 也不是一个现在的封闭
[05:31:54] 也不是一个历史的这种大模型公司
[05:31:58] 然后这种平衡也在于比如说像我个人也是一种平衡
[05:32:02] 我既不是一个非常senior
[05:32:07] 然后已经所谓功成名就的这种大教授
[05:32:11] 但我也不是一个十八九岁的年轻人
[05:32:14] 可以卷着铺盖跑到深圳的工厂里面
[05:32:17] 然后扎下来然后去做这些数据采集或者whatever
[05:32:22] 我都不是
[05:32:23] 我都不是
[05:32:24] 我只好有一部分数据来自于深圳的工厂
[05:32:26] 是的
[05:32:27] 有人在做我刚说的这个例子是一个具体的公司
[05:32:30] 他们有个公司叫build.ai
[05:32:32] 我还挺佩服这个小孩的叫Eddie
[05:32:34] 对他就是带了几个人从疙瘩quit了
[05:32:38] 然后去了深圳工厂里面住下
[05:32:40] 然后来build这样一个startup
[05:32:42] 我觉得好厉害
[05:32:44] 我觉得这件事情既是找平衡
[05:32:47] 但我觉得对我来说有难度
[05:32:49] 但也是一个新的机遇吧
[05:32:50] 我觉得说不定对吧
[05:32:53] 说不定这个时代可能既不属于老灯也不属于小灯
[05:32:58] 一个属于中灯创业的时代
[05:33:02] 你对伊莉亚两次say了no
[05:33:05] 然后你对Lequansay了yes
[05:33:06] 这是为什么呢
[05:33:07] 就是在你眼里他是一个什么样的人
[05:33:10] 对样在网上是一个斗士
[05:33:14] 对
[05:33:14] 对吧
[05:33:15] 就是坚决的反对LM派
[05:33:18] 不只是反对LM其实他不反对LM
[05:33:20] 从来没有说他反对LM
[05:33:21] 他非常
[05:33:22] 他还说自己用Gem呢
[05:33:24] 他完全不反对LM
[05:33:26] 他只是反对大家觉得LM可以通往一个human level intelligence
