[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 一位00后的华人女孩 名字叫洪乐彤
[00:00:33] 她的探索方向是AF4Net
[04:09:03] 然后那个时候最快乐的几个月
[04:09:05] 那个时候shubo就跟我一块在读
[04:09:07] 然后现在跟shubo一起做
[04:09:09] 然后当时最快乐几个月那些作者
[04:09:11] 他们陆续加入了axient我们现在有
[04:09:13] 说前30篇AI for math的文章
[04:09:15] 我们就是大部分都是作者
[04:09:17] 都在我们的axient这里
[04:09:19] 所以他们就是每天和你就是一块去
[04:09:21] 去冲这些目标的战友
[04:09:23] 又觉得非常的快乐
[04:09:25] 其实我觉得就是这可能是不错的一个定律
[04:09:27] 你现在是什么的学徒
[04:09:29] 我现在是怎么能够
[04:09:31] 让一个
[04:09:33] 一般来说创业公司都会死掉
[04:09:35] 怎么样不死的一个学徒
[04:09:37] 一个创业者的学徒
[04:09:39] 创业者这个词听起来太好了
[04:09:41] 就是创业公司
[04:09:43] 99他都会死掉
[04:09:45] 我现在是
[04:09:47] don't die这个brian johnson有一个好玩的
[04:09:49] don't die movement
[04:09:51] 我现在是don't die的学徒
[04:09:53] 你看你的第一个
[04:09:55] 自我奖励的
[04:09:57] 方式是通过人来获得的
[04:09:59] 第二个是通过事情来获得的
[04:10:01] 你说你今天钟摆已经到了事情这一边
[04:10:03] 但是人能给你提供
[04:10:05] 一个安全垫让你觉得grounded
[04:10:07] 对
[04:10:09] 那有一天你作为CEO
[04:10:11] 当这两个事情发生冲突了
[04:10:13] 冲突过呀
[04:10:15] 这个冲突过
[04:10:17] 我们也开过实习生
[04:10:19] 我们也冲突过
[04:10:21] 但就是
[04:10:23] 这个事情我觉得就是
[04:10:25] 你任何的乐观主义收起来
[04:10:27] 你要谨慎的做决定
[04:10:29] 你要想很久
[04:10:31] 就是因为毕竟是要对
[04:10:33] 可能人就是要负责
[04:10:35] 同时我有另外一边
[04:10:37] 就是很多时候你觉得
[04:10:39] 为什么要想很久
[04:10:41] 就是你可能这个人
[04:10:43] 可能都跟你关系很远
[04:10:45] 但是你总是有一些由于你自己技能点
[04:10:47] 和能力的问题是能够让
[04:10:49] 这两个事情不发生冲突的
[04:10:51] 就是他走到冲突的那一刻
[04:10:53] 一定是因为你自己本身
[04:10:55] 曾经有做过一些错误的决定
[04:10:57] 就算这个人可能是一个你不认识的
[04:10:59] 如果工资很大就是不认识的员工
[04:11:01] 他一定是有一些管理层的一个决策
[04:11:03] 他一步一步的进头trickle down到
[04:11:05] 出现了这样的一个问题
[04:11:07] 所以我还是比较相信一个词叫authorship
[04:11:09] 就是authorship就是做事的决策
[04:11:11] 合作者
[04:11:13] 就是你是你自己人生篇章的书写者
[04:11:15] 合作者
[04:11:17] 所以你不能够有
[04:11:19] 觉得是
[04:11:21] 可能不能够觉得说
[04:11:23] 就是一个情境它就能够决定
[04:11:25] 你的一个决定
[04:11:27] 是你决定让这个情境决定你的决定的
[04:11:29] 所以你也可以决定
[04:11:31] 用其他一些方法去使这个情境
[04:11:33] 不要这么走
[04:11:35] 我是这么想的
[04:11:37] 那我们最后还有一些小问题
[04:11:39] 我们会让每个嘉宾给我们的观众
[04:11:41] 推荐一本人生之书
[04:11:43] 你会推荐哪一本
[04:11:45] 它要真的对你人生产生过很重要的影响
[04:11:47] 它不能是数学书
[04:11:49] 你也可以说是数学书
[04:11:51] 我数学书的话
[04:11:53] 如果是年龄比较小的观众
[04:11:55] 我推荐初等书论
[04:11:57] 里面对书论讲的真的是很好
[04:11:59] 如果是数学书
[04:12:01] 其他数学书
[04:12:03] 我觉得Davenport的那本分析书论
[04:12:05] 我觉得很好
[04:12:07] 然后对我还是比较喜欢书论
[04:12:09] 我是那个
[04:12:11] 我挺喜欢《红楼梦》的
[04:12:13] 就是我确实是挺喜欢《红楼梦》
[04:12:15] 甚至是《红楼梦》很多学者
[04:12:17] 他们去研究《红楼梦》
[04:12:19] 这个是一个曾经在我小时候
[04:12:21] 对我比较有震动的一本书
[04:12:23] 然后刚才也讲到大雅宝
[04:12:25] 《护龙甲2号》
[04:12:27] 对我人生产生影响比较大的
[04:12:29] 其实有挺多关于一些
[04:12:31] 企业家的一些故事
[04:12:33] 比如说伊隆马斯克的故事
[04:12:35] 就是说还是他之前的一个人太太
[04:12:37] 他讲的是
[04:12:39] 晚上睡不着
[04:12:41] 翻来覆去
[04:12:43] 然后就痛苦的
[04:12:45] 咆哮马斯克
[04:12:47] 痛苦的咆哮
[04:12:49] 然后包括说是一些其他的
[04:12:51] 说是黄仁勋说
[04:12:53] 就是pain and suffering
[04:12:55] 这些东西我觉得
[04:12:57] 就是由于
[04:12:59] 就是可能看到过他们的这些故事
[04:13:01] 会让你有些时候
[04:13:03] 比较难的一些感觉
[04:13:05] 像嚼玻璃的日子里面会觉得
[04:13:07] 哎这就是一个正常的一件事情
[04:13:09] 那你对于AI跟你当年训自己
[04:13:11] 有什么不一样
[04:13:13] 这是一个很好的问题
[04:13:15] 我觉得有时候你会觉得有点像
[04:13:17] 比如说就是看到他
[04:13:19] 这个表现刚刚好了一点
[04:13:21] 马上给他更难的题
[04:13:23] 这种curriculum sampling
[04:13:25] 这是一个很有意思的一个事情
[04:13:27] 比如说
[04:13:29] 让他能够去
[04:13:31] 给他
[04:13:33] 比如说看到他做blue force的时候
[04:13:35] 又觉得是跟自己曾经的
[04:13:37] 那个数学家的那个感受
[04:13:39] 有点像
[04:13:41] 没有说特别
[04:13:43] 应该有区别
[04:13:45] 但我目前没有特别能够想得起来的
[04:13:47] 就是你感觉你看到相似的时候
[04:13:49] 你就会特别有这个
[04:13:51] 你的大脑里的神经元就在fire
[04:13:53] 假设Axum的AI在未来证明
[04:13:55] 某个重大的猜想
[04:13:57] 但在证明过程中
[04:13:59] 使用了一个新的公理
[04:14:01] 这个公理不是现有数学的一部分
[04:14:03] 但是看起来非常的合理
[04:14:05] 你会接受这个证明吗
[04:14:07] 世界末日了
[04:14:09] 一个思想实验
[04:14:11] 我们看到了AI在尝试
[04:14:13] 用各种各样奇怪的公理
[04:14:15] 去帮他作弊
[04:14:17] 这个事情已经发生了
[04:14:19] 我刚才讲的
[04:14:21] 其实这个事情DeepSeek还为此受害
[04:14:23] 他当时说DeepSeekProver
[04:14:25] 我忘了是哪一个version
[04:14:27] 说做出来了Pentaband上的
[04:14:29] 当时600多道Pentaband上的题
[04:14:31] 就是Sota在个位数
[04:14:33] DeepSeek说我们做出来了49道
[04:14:35] 事实上只做出来了47道
[04:14:37] 其实就是这个AI在作弊
[04:14:41] 我觉得如果这个公理
[04:14:43] 大家觉得是自然的
[04:14:45] 大家就会接受它
[04:14:47] 但是这个事情
[04:14:49] 我觉得就可能是一个
[04:14:51] 大家以前没有探索的
[04:14:53] 很足够的数学领域
[04:14:55] 不然的话你可能会认为
[04:14:57] 存在即合理或者不存在即不合理
[04:14:59] 这个公理可能已经被假设了
[04:15:01] 他可能是到了一个
[04:15:03] 有点像我们看代数几何混组合
[04:15:05] 除了均和的代数组合学
[04:15:07] 这个我瞎说
[04:15:09] 这个真的是瞎说
[04:15:11] 可能我们未来有一些
[04:15:13] 混了好几个领域的
[04:15:15] 这样的一个东西
[04:15:17] 大家再往里面加东西
[04:15:19] 我觉得就是
[04:15:21] 是可以按照接受和不接受
[04:15:23] 两个世界照样去运作的
[04:15:25] 当然你这个branching factor
[04:15:27] 现在是2
[04:15:29] 你如果继续这样
[04:15:31] 你就会有无限多个世界
[04:15:33] 然后就会一团混乱
[04:15:35] 是一个人类文明的一些构造
[04:15:37] 所以我觉得大家是可以的
[04:15:39] 就比起比如说物理
[04:15:41] 你要加一个什么定律
[04:15:43] 这个可能大家会觉得
[04:15:45] 其实就更不可接受一些
[04:15:47] 其实挺有意思的
[04:15:49] 刚才我们其实也谈到DeepSick
[04:15:51] 你会怎么看中国AI现在的发展呀
[04:15:53] 包括DeepSick
[04:15:55] 包括自己包括Kini
[04:15:57] Minux等等公司
[04:15:59] 你觉得在未来的AI宇宙里
[04:16:01] 中美会是什么样的关系和角色
[04:16:03] 还是什么样的玩家
[04:16:05] 就是比如说
[04:16:07] 我很诚实的说
[04:16:09] 我觉得就是豆包SEED
[04:16:11] 他们做AI分配做得非常的好
[04:16:13] 他们也是非常短的时间
[04:16:15] 非常执行力强的一个团队
[04:16:17] 跟他们的一些同学
[04:16:19] 比如说袁正跟他们聊过
[04:16:21] 非常好的一个团队
[04:16:23] 我觉得就是
[04:16:25] 然后他们可能会选择
[04:16:27] 或者选择不发一些文章
[04:16:29] 然后我觉得这些idea
[04:16:31] 可以流通还是挺好的
[04:16:33] 文章里写
[04:16:34] 然后可能会做一些
[04:16:35] 他们没写什么的
[04:16:36] decipher
[04:16:36] 但是就
[04:16:37] 我还是觉得
[04:16:38] 如果是要做
[04:16:39] 纯粹的科学与创新的话
[04:16:41] 就是稍微往学术一点
[04:16:43] 就是少一点
[04:16:44] 就那种商业的一些顾忌
[04:16:46] 多一点学术的
[04:16:47] 就是信任与纯真
[04:16:49] 我觉得是好的一个
[04:16:50] 希望大家一起啊
[04:16:51] 是一个好的
[04:16:52] 就是工业界的一个practice
[04:16:54] 对
[04:16:54] 中美呢
[04:16:55] 中美的话
[04:16:57] 我也不知道
[04:16:58] 就是我觉得
[04:16:59] 好多
[04:17:00] 反正人才不分世界
[04:17:02] 对吧
[04:17:02] 但大家可能有
[04:17:03] 就是有些同学
[04:17:04] 愿意在中国生活
[04:17:06] 有些同学愿意在美国生活
[04:17:07] 之类的
[04:17:08] 就不知道
[04:17:09] 你觉得2026年
[04:17:11] 对AI发展会有哪些预期
[04:17:12] 2026年
[04:17:14] 我觉得大家应该能把这个
[04:17:16] 会看到很快
[04:17:17] 我觉得我们能看到
[04:17:18] 第一个continue learning的
[04:17:19] 一个小模型
[04:17:20] 我觉得我们很快
[04:17:21] 能够去
[04:17:22] 看到一个非常好的
[04:17:24] multimodal reasoning model
[04:17:25] 我们很快
[04:17:26] 所有的这些
[04:17:27] 就是什么agent economic
[04:17:28] 全部会被scale up
[04:17:30] 我觉得
[04:17:30] 我有一些个人大胆的预测
[04:17:32] 我觉得很好
[04:17:33] 值得做的一个orchestrator
[04:17:34] 是很好值得做的
[04:17:36] 然后我觉得subagents
[04:17:37] 刚才讲过
[04:17:38] 是很好继续做的
[04:17:40] 我觉得formal verification tooling
[04:17:42] 应该作为RL reward
[04:17:43] 完全是underexplored
[04:17:45] 这个和我们做的也很有关系
[04:17:46] 对
[04:17:47] 你刚才说的第一个
[04:17:48] 和第二个分别
[04:17:49] 你说的是
[04:17:50] 被谁做出来
[04:17:50] 第一个
[04:17:51] continue learning
[04:17:53] 持续学习
[04:17:53] 我知道有一些不错的团队
[04:17:55] 我感觉他们很快
[04:17:56] 能出model
[04:17:56] 是小公司还是大公司
[04:17:58] 小公司
[04:17:58] 全是小公司
[04:17:59] 都是new lab
[04:18:00] 都是new lab
[04:18:01] multimodal也是吗
[04:18:02] multimodal也是new lab
[04:18:04] 他们应该很快就会
[04:18:05] 就是很快就会问世了
[04:18:07] 在sales的一个公司
[04:18:08] 也是我的好朋友
[04:18:09] 对
[04:18:10] 当时也希望他能来加入action
[04:18:11] 最后祝福他
[04:18:13] 一些快问快答
[04:18:16] 一个全球范围内
[04:18:17] 你喜欢的食物
[04:18:18] 全球范围内
[04:18:19] 喜欢的食物
[04:18:20] 喜欢就是寿司
[04:18:22] 任何的寿司
[04:18:23] 一个全球范围内
[04:18:24] 你喜欢的地点
[04:18:25] 喜欢地点
[04:18:26] 悉尼
[04:18:26] 为什么
[04:18:28] 我小时候第一次出国
[04:18:29] 是去悉尼
[04:18:30] 一个少有人知道
[04:18:31] 但是必须
[04:18:32] 知道的知识点
[04:18:33] 可能是一个冷知识
[04:18:34] 你可以自己打CPU
[04:18:35] 你最近对于生活的
[04:18:38] 一个非常新鲜的
[04:18:40] 鲜活的认知是什么
[04:18:42] 或者体验
[04:18:43] 可能我最近过的
[04:18:45] 也不是特别鲜活
[04:18:46] 我每天早上
[04:18:46] 就是几点钟起来
[04:18:48] 然后一直工作到晚上几点
[04:18:49] 鲜活的认知和体验
[04:18:51] 就是我觉得还是
[04:18:53] 每一次我去
[04:18:54] 就是在跟
[04:18:55] 就是新希望
[04:18:56] 能加入action的同学
[04:18:57] 聊的时候
[04:18:58] 就会觉得
[04:18:58] 未来无限好
[04:19:00] 未来无限希望
[04:19:01] 然后
[04:19:01] 觉得
[04:19:02] 感觉到那种
[04:19:04] 自己曾经做这件事情的初心
[04:19:06] 并没有
[04:19:06] 因为就是
[04:19:07] 反复日复一日的执行
[04:19:09] 感觉被打磨掉
[04:19:10] 就是觉得非常的快乐
[04:19:11] 感觉像是两只鲸鱼
[04:19:12] 又在找到了彼此的
[04:19:14] 这个聊天频率
[04:19:15] 这个还是挺好的
[04:19:15] 所以招人是一个
[04:19:16] 我非常快乐的事情
[04:19:17] 鲸鱼找到了自己的聊天
[04:19:20] 就是
[04:19:20] 对
[04:19:20] 就是有些鲸鱼
[04:19:21] 它那个就是频率
[04:19:23] 跟别的鲸鱼不一样
[04:19:24] 然后如果说
[04:19:25] 你遇到一个人
[04:19:26] 然后你们都
[04:19:27] 以前是学数学的
[04:19:28] 然后可能你们现在
[04:19:28] 都对AI4Mass
[04:19:29] 有一些理解
[04:19:30] 但你们又同时有一些
[04:19:31] 新的理解
[04:19:32] 然后你们聊一些东西的时候
[04:19:34] 还挺有意思的
[04:19:35] 另外一个
[04:19:35] 我觉得比较鲜活的体验是
[04:19:36] 我们就是发现
[04:19:38] 非常多了
[04:19:39] 古老的一些技巧
[04:19:40] 对我们现在的
[04:19:41] 这个比较前沿的研究
[04:19:43] 有这个
[04:19:44] 有这个
[04:19:45] 有指导的价值
[04:19:46] 然后
[04:19:46] 这个有点像
[04:19:48] 这个24视频
[04:19:48] 它有一个叫
[04:19:49] 如将不尽
[04:19:50] 于古为新
[04:19:51] 还是挺有意思的
[04:19:52] 每一次有这种callback
[04:19:53] 我觉得特别有意思
[04:19:54] 像世界是一个
[04:19:55] 世界是一个圆
[04:19:56] 我们又回到了原点
[04:19:57] 你心目中影响
[04:19:59] AI尽存的几篇论文
[04:20:01] 我觉得第一篇
[04:20:03] 我觉得是
[04:20:04] 就是
[04:20:05] 其实是
[04:20:06] Christian Zagati的
[04:20:07] 那个白皮书
[04:20:08] Christian Zagati的
[04:20:09] 那个白皮书
[04:20:09] 都不是论文
[04:20:10] 就是他想
[04:20:10] 未来应该是什么样的
[04:20:12] 这是第一篇
[04:20:13] 第二篇
[04:20:14] 我觉得是
[04:20:15] 可以看
[04:20:15] Gilliam Lample和
[04:20:16] Francois Chantant的
[04:20:17] 那个
[04:20:18] 就是发现说
[04:20:19] 可以去
[04:20:20] 让Transformer
[04:20:21] 去做一些
[04:20:22] 一些task
[04:20:23] 然后
[04:20:23] 后面
[04:20:24] 当然这一篇论文
[04:20:26] 是他们开始
[04:20:27] 很多的尝试
[04:20:27] 后来拿这个东西
[04:20:29] 去找其他的构造
[04:20:30] 第三篇
[04:20:31] Draft, Sketch and Proof
[04:20:32] 这个讲过了
[04:20:33] 第四篇
[04:20:34] 其实就是一堆bundle
[04:20:35] 就是从Kemina Prover
[04:20:37] 到Deep Seat Prover
[04:20:38] Godot Prover
[04:20:39] 一和二
[04:20:39] Seed Prover
[04:20:40] Hilbert Prover
[04:20:41] 所有的这些
[04:20:42] 就是真的在
[04:20:43] 拿RL把它做起来了的
[04:20:45] 因为我们刚开始的时候
[04:20:46] 连
[04:20:46] 就是从来没有一个
[04:20:48] RL做的formal prover
[04:20:49] 我们刚开始的时候
[04:20:50] 连这个都没有
[04:20:50] 我们在融资和这个
[04:20:52] 做这个法律
[04:20:54] 使得这个钱到账的
[04:20:56] 这个过程中
