[00:00:00] Hello大家好,我是小骏
[02:41:37] 我觉得SpaceX可能做了两件事情吧
[02:41:40] 第一就是当然它打开了太空
[02:41:45] 给所有这些企业继续开发
[02:41:48] OK把这些降低成本
[02:41:50] 然后提高这些生育功率
[02:41:51] 那我觉得另外一个SpaceX做到的事情
[02:41:54] 因为SpaceX跟特斯拉
[02:41:56] OK在美国这边创造了一批
[02:42:00] OK跟马斯克一起
[02:42:01] 懂得怎么样在美国这边做
[02:42:05] 高深硬件的一批的年轻创业者
[02:42:09] 那这一批
[02:42:10] 大家都认为在美国生产做硬件
[02:42:12] 这基本上是不可能的事情
[02:42:15] 感觉中国更有供应的优势
[02:42:17] 这绝对是的
[02:42:18] 绝对是
[02:42:19] 那美国在这个新的这个领域底下
[02:42:23] 如果真的要竞争
[02:42:24] 那当然不能够
[02:42:26] 直接把就是中国的厂
[02:42:28] OK直接搬来美国再重新再做一遍
[02:42:30] OK那这些创业者跟了马斯克
[02:42:33] 不管在特斯拉
[02:42:34] 不管在SpaceX
[02:42:36] OK懂得
[02:42:37] 可以从零到一
[02:42:38] 怎么在美国这边
[02:42:40] 可以做出全世界最先进的这个硬件
[02:42:42] 那这一批创业者
[02:42:43] 是像我刚刚说的
[02:42:44] 排二十几岁三十几岁
[02:42:46] 非常年轻
[02:42:47] 然后又有头脑又有资源
[02:42:49] 所以这批创业者接下来
[02:42:51] 所开发的接下来的第二个项目
[02:42:54] 就是我们现在所谓的
[02:42:56] 这些SpaceXMafia
[02:42:57] 也是我们非常
[02:42:58] 就是基金非常关注的一些项目
[02:43:00] 那这些不管是像
[02:43:02] 你说不一定是在太空
[02:43:04] 可能是一个超超音速飞机
[02:43:06] 可能是一个迷你核能
[02:43:08] 可能是一个新的晶片
[02:43:10] 是产业
[02:43:12] 等等
[02:43:13] 但是呢
[02:43:14] 他们有一个共同点
[02:43:15] 就是美国呢
[02:43:17] 的投资
[02:43:18] 还是美国关注过去二十年
[02:43:20] 可以都是在软件的产业
[02:43:22] 不管是新的这个模型
[02:43:25] OK
[02:43:26] 新的APP
[02:43:26] 新的这个互联网
[02:43:28] 那美国呢
[02:43:29] 正在有一批
[02:43:31] 除了软件以外
[02:43:32] 可以知道
[02:43:33] 怎么样做一些智能硬件
[02:43:35] 那做下一代整个工业化
[02:43:39] 的一些创业者
[02:43:40] 现在正在开始
[02:43:42] 他们跟马斯克的关系是什么呀
[02:43:43] 他们一定跟马斯克
[02:43:44] 是有一些共识关系的吗
[02:43:47] 有一些一定有
[02:43:48] 对那有一些当然OK
[02:43:50] 公司这么大
[02:43:51] 不可能每一个人都跟马斯克有关系
[02:43:53] 在美国做高深硬件的
[02:43:55] 有什么能耗呢
[02:43:57] 怎么在美国能做高深硬件呢
[02:44:00] 哇
[02:44:01] 那首先要懂得美国
[02:44:02] 懂得美国
[02:44:04] 当然就中国人讲那句话嘛
[02:44:06] 天时地利人和
[02:44:09] 那我觉得在美国人和
[02:44:10] 就是你要熟悉美国的独特的环境
[02:44:13] 对
[02:44:14] 那美国也不是适合做硬件
[02:44:16] 或者不适合做硬件
[02:44:17] 那美国有五十个州
[02:44:19] 五十个州
[02:44:20] 你可以相对
[02:44:21] 甚至有五十个法律
[02:44:22] 对不对
[02:44:24] 那也有一些
[02:44:25] 不同的州
[02:44:26] 有不同的这些强项
[02:44:27] 对熟悉怎么样
[02:44:30] 熟悉这个土地
[02:44:32] 熟悉这个环境
[02:44:33] 并且能够跟这个地方
[02:44:36] 能够融合的人
[02:44:37] 然后同时
[02:44:39] 我觉得呢
[02:44:40] 又有世界观
[02:44:41] 那能够知道怎么样
[02:44:43] 这个全世界有了什么
[02:44:44] 那能够结合这里
[02:44:46] 对这个优势
[02:44:48] 我觉得这是我们在找的创业者
[02:44:50] 这里的优势是什么
[02:44:54] 是资金更充沛
[02:44:55] 是资金更充沛
[02:44:55] 是资金更充沛
[02:44:55] 这是之一
[02:44:57] 对那当然在开发
[02:45:00] 在迭代
[02:45:01] 那在算力等等
[02:45:03] 我觉得美国这方面都有优势
[02:45:05] 那你可以换句话说
[02:45:10] 其实美国也不是说在
[02:45:13] 硬件上面没有优势
[02:45:15] 我觉得美国有一批
[02:45:16] 非常非常厉害的硬件
[02:45:18] 的开发者
[02:45:20] 因为美国天然的环境
[02:45:23] 我觉得让他们从小
[02:45:25] 反正动手的能力
[02:45:27] 非常非常的强
[02:45:28] 但是呢
[02:45:31] 美国呢
[02:45:33] 我觉得我们现在加州
[02:45:34] 可能会觉得说
[02:45:35] 这个生产可能不太可能
[02:45:37] 可是美国还非常大的
[02:45:39] 如你到中西部
[02:45:40] 或者你到其他的地方
[02:45:42] 其实还是有很多很适合
[02:45:44] 能够做硬件的地方
[02:45:45] 你这么说
[02:45:48] 我突然想到
[02:45:49] 为什么在新能源车和在航天
[02:45:53] 似乎都是
[02:45:55] 美国都是靠马斯克这批独狼
[02:45:57] 是吗
[02:45:59] 中国好像不是
[02:46:00] 中国就很准
[02:46:01] 我觉得现在是
[02:46:03] 因为现在是风头上面
[02:46:05] 可是我觉得现在接下来
[02:46:06] 这些spacex mafia
[02:46:07] 从马斯克体系里面出来
[02:46:11] 做了各式各样的这个发展
[02:46:13] 给不管在能源界
[02:46:15] 不管是在新的制造
[02:46:17] 不管是在车界
[02:46:18] 航天界等等
[02:46:20] 我觉得接下来
[02:46:22] 会有更多的这个新闻
[02:46:23] 他们的发光
[02:46:25] 我觉得包括中国的工程教育系统
[02:46:27] 包括他晚辈的产业链
[02:46:30] 中国的航天在Dragon spacex上
[02:46:33] 他的优势和劣势是什么
[02:46:35] 我觉得我们蛮难评语这个东西
[02:46:37] 因为我不太知道
[02:46:38] 就中国的这个情况
[02:46:40] 但是中国知道自己的优势
[02:46:42] 中国在生产在迭代上面
[02:46:45] 绝对是能够卷过全球
[02:46:48] 那如果是朝这个优势走
[02:46:50] 我认为应该就是对的方向
[02:46:52] 对不对
[02:46:52] 我认为这是一个两个独立的
[02:46:55] 一个土壤
[02:46:55] 那会培养出一批非常尖端的这个创业者
[02:47:00] 就像现在的这个产业一样
[02:47:01] 中国有很大的公司
[02:47:04] 对美国有很大的公司
[02:47:05] 我认为是一样的
[02:47:07] 但这东西没有什么
[02:47:09] 没有什么
[02:47:10] 我认为这可能是大家最大的这个误解哈
[02:47:13] 这个可能是一个
[02:47:14] 大卫认为这是一个中国或者美国
[02:47:16] 谁比较厉害
[02:47:17] 谁跑得比较前
[02:47:18] 谁比较
[02:47:20] 有点像这种就是你知道我你我这样子一个一个一个的观测
[02:47:25] 但是呢
[02:47:25] 大家我觉得没有意识到的是
[02:47:27] 太空的这个空间跟这个潜力
[02:47:30] 嗯
[02:47:31] 也是需要双方
[02:47:32] 大家一起这样努力
[02:47:35] 那当然是太空有一个最
[02:47:37] 我认为最ironic的一个地方
[02:47:39] 中国的太空空间是什么
[02:47:42] 美国的太空空间是什么
[02:47:44] 没有所谓这个空间
[02:47:49] 所有的东西都是环绕着全球
[02:47:52] 所以太空是唯一一个
[02:47:55] 全球必须一起共事
[02:47:57] 一起合作
[02:47:59] 那一起共同发展的地方
[02:48:02] 你管理过太空站
[02:48:04] 在太空站上
[02:48:05] 什么东西是特别影响用户体验的
[02:48:08] 我们呢
[02:48:08] 其实不好意思
[02:48:09] 我们刚投一个太空站公司
[02:48:12] 这是呢
[02:48:13] 你知道在太空站这个领域里面
[02:48:15] 全世界有十几家公司正在做这个项目
[02:48:20] 然后我们投了其中的一个项目
[02:48:22] 可是最新的一个项目
[02:48:24] 那为什么投了
[02:48:25] 这个项目
[02:48:25] 有两点
[02:48:27] 第一
[02:48:28] 它有非常非常多的spacex的人
[02:48:31] 在这个里面
[02:48:33] 所以它里面的DNA
[02:48:34] 跟spacex密切的关系
[02:48:36] 非常非常的近
[02:48:37] 那第二
[02:48:40] 也就是在这个前提之下
[02:48:43] 他们要做出一个全世界前所未有的
[02:48:46] 一个新的一个太空站
[02:48:48] 也就是我们说过
[02:48:50] 在太空这个环境里面
[02:48:51] 有一个最特色的
[02:48:52] 就是一个无重力状态
[02:48:53] 或者一个无重力状态
[02:48:55] 就是一个少重力状态
[02:48:57] 东西都是飘的
[02:48:58] OK
[02:48:59] 那刚刚讲到
[02:49:00] 那在生活里面
[02:49:01] OK
[02:49:02] 在这个太空里面
[02:49:05] 上厕所
[02:49:07] 可以是一个非常难的一个问题
[02:49:09] 还有很多事情是一个很难的问题
[02:49:12] OK
[02:49:13] 那这个大家可以去google
[02:49:14] 可以去想象说
[02:49:15] 这为什么难
[02:49:16] 那这家公司要做什么呢
[02:49:18] 这家公司要做全世界第一个
[02:49:21] 有一个可控地吸引力的太空站
[02:49:25] make sense
[02:49:27] 不是有地吸引力
[02:49:29] 或者没有地吸引力
[02:49:30] 是一个可控地吸引力
[02:49:33] 也就是说
[02:49:35] 我们人类将迈入到一个新的一个世界
[02:49:39] 就前所未有
[02:49:40] 在地上没有的一个世界
[02:49:42] 就是在一个空间里面
[02:49:44] 我们除了能够控制它的温度
[02:49:46] 能够控制它的压力
[02:49:48] 我们还可以控制它的地吸引力
[02:49:51] 这是人类前所未有
[02:49:53] 完全没有的一个第三维度
[02:49:56] 那我们即将迈入的一个世界
[02:49:59] 那当然他们对外讲
[02:50:00] 就是这个地吸引力有什么好处呢
[02:50:03] 我们可以有一个世界的第一个冲水马桶
[02:50:07] 在太空里面
[02:50:09] 所以之前这个问题是怎么解决的
[02:50:12] 嗯
[02:50:14] 哇
[02:50:15] 你想想这个吸尘器
[02:50:17] 或者这个无重力
[02:50:18] 这个东西
[02:50:19] 你可以想象这东西漂浮在里面
[02:50:21] OK
[02:50:22] 你怎么使用这个东西
[02:50:23] 那并且是怎么使用这个东西
[02:50:25] 我觉得大家可以上YouTube
[02:50:27] OK
[02:50:28] 应该有一些非常
[02:50:30] 这怎么说
[02:50:31] 这个Graphic的这个显示
[02:50:33] 我怎么使用这个东西
[02:50:35] OK
[02:50:36] 这个是个科研问题
[02:50:37] 还是一个工程问题
[02:50:39] 就是可控地吸引力
[02:50:41] 是一个工程问题
[02:50:42] 哦 是一个工程问题
[02:50:43] 哦
[02:50:44] 科学
[02:50:45] 这是一个很明显的
[02:50:46] 一个很简单的一个物理问题
[02:50:48] 它已经实现了吗
[02:50:50] 它不是实现
[02:50:51] 它是一个很简单的
[02:50:52] 数学
[02:50:53] 就物理完全是可以证实出来的事情
[02:50:55] 那之前怎么没有人做
[02:50:57] 哇
[02:50:58] 因为之前为什么很多
[02:51:00] 很多事没有人做
[02:51:02] 为什么之前没有人做星舰
[02:51:04] 为什么之前没有人做回收火箭
[02:51:06] 很多人都会说创业要聚焦
[02:51:08] 要专注
[02:51:09] 你看马斯克同时能做这么多的事情
[02:51:11] SpaceX
[02:51:12] Tesla
[02:51:13] XAI
[02:51:15] 等等等等
[02:51:17] 它的时间是怎么分配的呀
[02:51:19] 它会平均分配给这些公司吗
[02:51:21] 我不知道SpaceX
[02:51:23] 如果马斯克现在会怎么分配
[02:51:25] 但我知道马斯克的态度
[02:51:30] 他一直认为说他的时间只配
[02:51:33] 把自己放在公司最困难的那个问题上面
[02:51:39] 就是他所有的公司最困难
[02:51:42] 解决不了
[02:51:44] 需要大家同心协力
[02:51:46] 这个时候马斯克会出现
[02:51:49] 跟马斯克公司的一个非常明显的体验
[02:51:52] 也就是马斯克不会在这边跟你一起庆功
[02:51:55] 哇
[02:51:56] 我们今天庆祝了这边300
[02:51:58] 飞了300次回收了不起
[02:52:02] 但是你在
[02:52:04] 这个机械
[02:52:06] 坏掉了
[02:52:08] 并且这个机械
[02:52:10] 阻止所有火箭
[02:52:12] 就是开发生产前进的时候
[02:52:15] 你会发现马斯克一定在那边跟你一起
[02:52:17] 解决这个问题
[02:52:19] 如果只用一句话评价
[02:52:21] 他是一个什么样的人
[02:52:22] 他说我到现在目前为止
[02:52:24] 我认为是最厉害的领袖吧
[02:52:26] 也是一个
[02:52:29] 我们对创业者衡量的一个标杆
[02:52:33] 那也是我自己成长的一个标杆
[02:52:37] 我觉得加入SpaceX
[02:52:38] 好像是你前面的人生经历里面
[02:52:40] 最疯狂的一个决定
[02:52:42] 当下是
[02:52:44] 当下绝对是
[02:52:46] 那现在回头看
[02:52:47] 然而是一个很
[02:52:48] 是一个很
[02:52:49] 真的也是蛮疯狂的经历
[02:52:52] 其实也蛮好运的经历
[02:52:54] 对不对
[02:52:55] 我觉得很多的创业公司
[02:52:56] 跟我们经历过类似的故事
[02:52:59] 但是最终没有我们的成果
[02:53:01] 那我觉得运气绝对是一部分
[02:53:04] 那我们感恩
[02:53:07] 我最后会开始进入一些收尾的问题
[02:53:11] 收尾问题
[02:53:13] 就我们每一位嘉宾都会给观众
[02:53:15] 推荐一本人生之书
[02:53:17] 他要真的对你人生有什么影响
[02:53:18] 你会推荐哪一本
[02:53:19] 好
[02:53:20] 我们现在讲太空
[02:53:21] 那其实呢
[02:53:23] 我很喜欢《硅谷光铁侠》这一本书
[02:53:27] 那写马斯克有两本书
[02:53:29] 一本是《硅谷光铁侠》
[02:53:30] 另外一本是他所谓他的自传
[02:53:32] 我认为那一本自传有《硅谷光铁侠》
[02:53:35] 可能十倍多的资源跟时间
[02:53:37] 可是我认为他表现的
[02:53:39] 并没有《硅谷光铁侠》的好
[02:53:41] 你对一个
[02:53:43] 可能现在的创业者
[02:53:45] 或者对这个
[02:53:47] 这个领域里面新创
[02:53:49] 感兴趣的人
[02:53:50] 我认为《硅谷光铁侠》
[02:53:51] 是一个值得去看的书
[02:53:53] 你觉得为什么马斯克著案
[02:53:55] 有十倍的资源
[02:53:57] 但是你觉得没有《硅谷光铁侠》
[02:54:00] 表现的好
[02:54:02] 我个人认为他没有把他的重点
[02:54:05] 放在
[02:54:07] 马斯克公司应该最重要的精髓
[02:54:10] 就是我们现在今天讲的这个部分
[02:54:13] 而是在一些他自己可能
[02:54:17] 比较好奇的一些立场
[02:54:19] OK
[02:54:20] 这上面
[02:54:22] 对
[02:54:23] 不管是政治
[02:54:24] 还是跟这个X
[02:54:25] 后面的收购有关
[02:54:26] 我觉得不是马斯克
[02:54:28] 最重要的部分
[02:54:30] 你觉得这种工作能代表马斯克
[02:54:33] 我认为工作呢
[02:54:35] 你觉得代表马斯克
[02:54:36] 因为马斯克是一个非常极端
[02:54:38] 专注
[02:54:40] 并且永远focus的一个人
[02:54:43] 他的一个typical day会是什么样
[02:54:47] 那个时候在SpaceX
[02:54:50] 马斯克其实不要说一个typical day
[02:54:52] 马斯克typical week
[02:54:54] 他一个礼拜怎么样
[02:54:55] 对不对
[02:54:56] 那个时候呢
[02:54:57] 礼拜一早上进SpaceX
[02:55:00] 以每隔20分钟的时间开一个会
[02:55:03] 从早开到下午
[02:55:05] 下午的时候呢
[02:55:07] 走个整个厂房
[02:55:09] 然后到隔壁的
[02:55:11] 走个整个厂房
[02:55:14] 到后面特斯拉的设计总部
[02:55:16] 看特斯拉新的设计
[02:55:18] 然后完了到隔壁的这个私人的飞机场
[02:55:22] 坐飞机
[02:55:23] 上北加去特斯拉
[02:55:26] 在特斯拉礼拜二礼拜三
[02:55:28] 飞回LA
[02:55:29] 礼拜四再进SpaceX
[02:55:31] 再一样重复整天的这样的会议
[02:55:34] 礼拜五到周末
[02:55:37] 可能去见了各国的元首
[02:55:39] 还在做什么特别的项目
[02:55:41] 不管是Boring Company
[02:55:43] 还是Neuralink
[02:55:44] 这就是他的一个一周
[02:55:46] 早上一般几点看见他
