[00:00:00] Hello 大家好,我是小骏
[00:00:03] 今天我们的嘉宾是游凯超
[02:36:23] 百万上下纹的这个级别
[02:36:25] 对吧
[02:36:25] 对吧
[02:36:25] 个别领域
[02:36:27] 比如说生物化学之类的
[02:36:28] 它们处理一些特殊的数据
[02:36:30] 这些自然科学
[02:36:31] 它们可能会需要
[02:36:32] 千万上下纹
[02:36:33] 甚至亿级别的这个上下纹
[02:36:34] 但是
[02:36:35] 与人打交道这个模型
[02:36:37] 我觉得
[02:36:38] 它的上下纹应该
[02:36:39] 不需要再大幅增加了
[02:36:40] 那模型执行
[02:36:41] 长程任务的过程中
[02:36:43] 或者是一些
[02:36:44] 终身学习的需求
[02:36:45] 我觉得都可以通过
[02:36:46] 外部工具来实现
[02:36:47] 比如说一些记忆模块
[02:36:49] 一些技能模块
[02:36:50] 或者通过一些
[02:36:52] Subagent的模块
[02:36:53] 这些都可以实现
[02:36:54] 比较长上下纹
[02:36:55] 比较长程任务的支持
[02:36:57] 那如果这个预测成立的话
[02:36:59] 那么当前的这个
[02:37:01] 模型结构设计和Infra
[02:37:02] 还可以在现在的范式下
[02:37:04] 延续很长一段时间
[02:37:06] 当然这个是我的
[02:37:08] 这个Hot Take
[02:37:08] 我们可以几年之后
[02:37:10] 再回过头来看看
[02:37:10] 这个预测对不对
[02:37:11] 还有其他的Hot Take吗
[02:37:14] 我就先讲这一个吧
[02:37:16] 你刚才也提到
[02:37:18] 就是国内的模型和
[02:37:19] 海外的模型
[02:37:20] 有一个很大的区别
[02:37:21] 就是国内模型追求效率
[02:37:23] 海外的模型追求效果
[02:37:24] 这可能跟算力的资源
[02:37:25] 有关系
[02:37:26] 那你觉得像
[02:37:27] 比如说国内的模型
[02:37:28] 现在做很多这种
[02:37:29] 把现有的硬件利用率
[02:37:31] 压榨到极致的做法
[02:37:33] 但也有一种声音
[02:37:34] 会觉得说
[02:37:35] 当模型本身朝
[02:37:36] time scaling
[02:37:37] 方向演进
[02:37:38] 推理token数
[02:37:39] 爆炸式增长
[02:37:40] 再怎么压榨效率
[02:37:41] 肯定追不上
[02:37:42] 需求增长的曲线
[02:37:43] 那这种极致的效率优化
[02:37:45] 和于scaling load追求
[02:37:46] 如果两者出现冲突
[02:37:48] 出现矛盾的话
[02:37:49] 应该选择哪一个
[02:37:50] 他们有矛盾吗
[02:37:51] 我觉得他们应该不矛盾
[02:37:53] 就比如说
[02:37:54] 现在是夏天
[02:37:55] 是一个用电高峰期
[02:37:56] 那我们不能说
[02:37:57] 大家的用电量激增
[02:37:58] 发电厂就摆烂
[02:37:59] 对吧
[02:37:59] 发电厂肯定要
[02:38:01] 更加努力的
[02:38:02] 去产生更多的电
[02:38:03] 那所以说
[02:38:04] 现在这个token
[02:38:05] 就是推理需要的token
[02:38:06] 爆炸式的增长
[02:38:07] 那对推理
[02:38:08] 这个效率的需求
[02:38:09] 其实是变得更急切了
[02:38:11] 因为现在地球上的资源
[02:38:13] 是有限的
[02:38:13] 那么整体的算力
[02:38:14] 是有限的
[02:38:15] 电力供给也是有限的
[02:38:17] 所以说遇到困难
[02:38:18] 大家需要一起想办法
[02:38:19] 那比如说前面
[02:38:20] 我们说到的这个
[02:38:21] harness框架
[02:38:22] 它可以和推理引擎
[02:38:23] 做一些co-design
[02:38:24] 那同样的任务
[02:38:25] 合理的harness的设计
[02:38:27] 可以让这个推理引擎
[02:38:28] 产生更多的token
[02:38:29] 然后人是会灵活变通的
[02:38:32] 对吧
[02:38:32] 那么如果token
[02:38:33] 不够用的时候
[02:38:34] 大家就会开始研究说
[02:38:36] 这个怎么样节省token
[02:38:37] 然后呢
[02:38:38] 钱不够的时候
[02:38:39] 就会研究说
[02:38:40] 这个怎么样用一些
[02:38:41] 便宜的模型
[02:38:41] 来做同样的事情
[02:38:42] 所以我觉得
[02:38:44] 整体上来说
[02:38:45] 这是一个非常
[02:38:46] 激动人心的时代
[02:38:47] 然后这么多聪明的头脑
[02:38:49] 大家都在一起
[02:38:50] 推动这个
[02:38:51] 人工智能的发展
[02:38:52] 所以我相信
[02:38:53] 未来
[02:38:53] 一定能够达到
[02:38:55] 一个token的
[02:38:55] 供需平衡的状态
[02:38:56] 当然这个肯定需要
[02:38:58] 供需两侧
[02:38:58] 共同努力
[02:38:59] 那么供给侧
[02:39:00] 我们多优化
[02:39:01] 然后提高生产的效率
[02:39:03] 那么需求侧
[02:39:04] 我们也需要
[02:39:05] 多规划
[02:39:05] 提高模型的
[02:39:06] 这个token的使用效率
[02:39:08] 所以效率和效果
[02:39:09] 不冲突
[02:39:09] 对
[02:39:10] 它们肯定是要
[02:39:11] 共同进步的
[02:39:12] 海外在效果上
[02:39:14] 跑得更快
[02:39:14] 国内在效率上
[02:39:15] 跑得更快
[02:39:15] 是这样吗
[02:39:16] 对
[02:39:17] 这是我的感受
[02:39:18] 因为中国公司的
[02:39:19] 开源文化
[02:39:19] 现在已经形成了
[02:39:20] 你觉得中国这一波
[02:39:21] 开源的生态
[02:39:23] 对于全球的模型格局
[02:39:24] 产生了什么
[02:39:25] 深渊的影响没有
[02:39:26] 我觉得这个
[02:39:27] 中国开源
[02:39:28] 还是对世界产生了
[02:39:30] 非常深渊的影响的
[02:39:31] 就是基本上
[02:39:33] 在美国走向
[02:39:34] 避源之后
[02:39:35] 扛起了开源的大旗
[02:39:36] 对
[02:39:37] 所以非常重要
[02:39:39] 然后做得非常好
[02:39:40] 你们现在
[02:39:41] 开源社区
[02:39:42] 在美国多吗
[02:39:42] 像你这样的
[02:39:43] 美国现在主要是
[02:39:44] 开源推理的
[02:39:45] 技术社区
[02:39:46] 对
[02:39:47] 模型不太开源
[02:39:47] 也有一些公司
[02:39:49] 在做开源
[02:39:49] 比如说
[02:39:50] Mistral还在做开源
[02:39:51] 对
[02:39:51] 对
[02:39:51] ,然后呢
[02:39:52] 像其他的一些
[02:39:54] Porsche的一些
[02:39:55] 就是大家知道的
[02:39:56] 不是很多
[02:39:57] 但是还有一些
[02:39:58] 公司在做开源
[02:39:59] 但是顶级的
[02:40:00] 目前没有
[02:40:01] 这会让你们
[02:40:02] 业务中心
[02:40:03] 往中国歉意吗
[02:40:03] 我们主要还是
[02:40:05] 在做北美的业务
[02:40:07] 就是因为模型
[02:40:08] 在中国开源
[02:40:09] 但是它可以
[02:40:10] 在北美使用
[02:40:11] 你觉得中美
[02:40:12] 在AI基础设施上的
[02:40:13] 竞争会有
[02:40:14] 什么样的走向
[02:40:16] 能不能做一些预测
[02:40:17] 我觉得
[02:40:17] 他们不是竞争吧
[02:40:19] 更多是各自有
[02:40:20] 各自的这个局限
[02:40:21] 和
[02:40:21] 一些
[02:40:22] 掣肘的地方
[02:40:23] 比如说
[02:40:24] 中国很显然的
[02:40:26] 就是一个
[02:40:26] 高端算力紧缺
[02:40:28] 所以它需要
[02:40:29] 想办法
[02:40:29] 把各种各样的
[02:40:30] 能用的算力
[02:40:31] 都用起来
[02:40:32] 所以会更重视
[02:40:33] 像一些国产卡的适配
[02:40:34] 然后呢
[02:40:35] 它的优点就在于说
[02:40:37] 土地和算力的供应
[02:40:39] 就是土地和电力的供应
[02:40:41] 都比较充足
[02:40:42] 所以你建立数据中心
[02:40:44] 什么的
[02:40:44] 这方面都没有问题
[02:40:45] 那么美国可能
[02:40:47] 这个是相反的
[02:40:48] 美国的高端算力
[02:40:49] 比较多
[02:40:49] 然后呢
[02:40:50] 它没有这个算力方面的
[02:40:51] 一些的
[02:40:51] 一些掣肘
[02:40:52] 就是它的芯片比较多
[02:40:54] 但是呢
[02:40:54] 它在这个
[02:40:55] 土地和电力的供应上面
[02:40:57] 是有问题的
[02:40:58] 所以他们其实现在
[02:40:59] 下一波基建
[02:41:00] 是在把电力的
[02:41:01] 这个供应提上来
[02:41:03] 所以长期来看
[02:41:04] 你觉得中美的
[02:41:05] 模型格局的走向
[02:41:07] 会是什么样的
[02:41:08] 各有优劣吧
[02:41:10] 对
[02:41:11] 然后模型格局的话
[02:41:13] 美国目前还是在
[02:41:15] 走避援的路线
[02:41:16] 就是顶级的像
[02:41:17] OpenAI和AnswerVix
[02:41:18] 和Google Gemini
[02:41:19] 都是在走避援的路线
[02:41:21] 然后呢
[02:41:22] 中国这边顶级的模型
[02:41:23] 还是在走开源路线
[02:41:25] 我个人是觉得
[02:41:27] 开源模型最后会赢的
[02:41:29] 为什么
[02:41:31] 因为我觉得
[02:41:33] 还是拿电力来打比方吧
[02:41:35] 就是token和电
[02:41:37] 它有相似之处
[02:41:38] 也有不同之处
[02:41:39] 那比如说
[02:41:40] 发电这个问题
[02:41:42] 你如果有一个
[02:41:43] 核电厂的技术
[02:41:44] 那么你把核电厂
[02:41:47] 发出来的电
[02:41:47] 供给一个城市用
[02:41:49] 这个城市
[02:41:50] 用这个技术
[02:41:51] 核电用一辈子
[02:41:52] 它也不会研究出
[02:41:54] 核电的技术
[02:41:55] 就是它只是用电
[02:41:57] 它不会触及到
[02:41:58] 发电的技术
[02:41:59] 但是大模型是不一样的
[02:42:01] 大模型刚才说的
[02:42:02] 每一个token
[02:42:03] 它都是带着模型的烙印的
[02:42:04] 那么模型拿出来
[02:42:07] 这个训练出来
[02:42:08] 是要给人用的
[02:42:09] 那么一旦你给人用了
[02:42:10] 很长一段时间之后
[02:42:12] 其实用户他自己的数据
[02:42:13] 已经可以训练出一个模型了
[02:42:15] 所以模型
[02:42:16] 它就不是一个
[02:42:17] 能够长期的
[02:42:18] 对用户进行隐藏的东西
[02:42:20] 对
[02:42:21] 长期来说
[02:42:22] 这个训练模型
[02:42:24] 这个数据成本
[02:42:25] 一定会降得越来越低
[02:42:27] 因为大家都能收集自己的数据
[02:42:29] 尤其是coding agent来之后
[02:42:31] 对吗
[02:42:31] 对尤其是coding agent的数据
[02:42:33] 大家可以很快地收集到
[02:42:35] 我觉得一般一个月左右
[02:42:37] 一个公司级别的这个机构
[02:42:39] 就能够收集到
[02:42:40] 足够他训练的数据
[02:42:41] 所以这个时候
[02:42:43] 他内部的飞轮就可以转起来
[02:42:44] 他可以训练自己的模型
[02:42:46] 现在你觉得有哪些公司
[02:42:47] 已经开始形成自己的飞轮了没有
[02:42:49] 像智普就做得很好
[02:42:51] 像他们
[02:42:51] 他们GM5.2的这个coding能力
[02:42:53] 就做得很好
[02:42:54] 这个跟他收集的数据有关系
[02:42:56] 具体他们怎么做的我不太清楚
[02:42:58] 但我觉得他们一定是在
[02:42:59] 数据的收集方面
[02:43:01] 有一些这个过人之处
[02:43:02] 所以这个会带来领先者的优势
[02:43:04] 对吗
[02:43:04] 对这个会带来领先者的优势
[02:43:06] 但是我觉得
[02:43:07] 这个优势肯定也不是长期的
[02:43:10] 就像我刚才说
[02:43:11] 就是我觉得模型能力的优势
[02:43:13] 他没有办法长期的守住
[02:43:16] 那最后的护城河是什么
[02:43:17] 我觉得在现在的一个
[02:43:20] 场景下
[02:43:21] 这个护城河更多来自于
[02:43:23] 你能不能快速跌淡
[02:43:25] 所以没有一个东西
[02:43:27] 你能够守着它守一年
[02:43:29] 你必须能够不断地推成初心
[02:43:32] 最后模型会是一个
[02:43:33] commodity吗
[02:43:35] 我觉得最后会的
[02:43:37] 因为我觉得
[02:43:39] 开源模型最后会赢
[02:43:41] 那么模型开源了之后
[02:43:44] 就是大家都可以用嘛
[02:43:45] 开源模型最后会赢
[02:43:46] 所以你bet中国
[02:43:47] 我bet开源模型
[02:43:51] 中国模型开源
[02:43:52] 我就支持中国模型
[02:43:54] 其他国家的模型开源我也支持
[02:43:56] 这个观点是什么时候形成的
[02:43:58] 这个观点我觉得是基于
[02:44:01] 对于AI的理解吧
[02:44:03] 就是我说的
[02:44:04] 就是从第一性原理的角度出发
[02:44:07] 模型它就不是一个
[02:44:08] 能够长期藏得住的东西
[02:44:10] 就是它不是说像核武器一样
[02:44:13] 你一旦研究出来了
[02:44:14] 你只需要爆炸一次给别人看
[02:44:16] 然后你就可以藏着它
[02:44:18] 用于威慑
[02:44:19] 对吧
[02:44:20] 那么
[02:44:21] 模型它是一个
[02:44:22] 民用的技术
[02:44:23] 它必然需要
[02:44:25] 给大家大规模使用
[02:44:26] 那么从AI的第一性原理的角度出发
[02:44:29] 你能够给大家大规模使用
[02:44:31] 大家就能够大规模地收集到数据
[02:44:33] 那么这个模型就必然能够被复制出来
[02:44:36] 如果开源模型会赢
[02:44:37] 这对你们公司带来的影响会是什么
[02:44:39] 对VLM带来的影响会是什么
[02:44:41] 那就对我们来说
[02:44:43] 当然是一件好事啊
[02:44:45] 所以我们公司聚焦在推理嘛
[02:44:47] 就是我们认为
[02:44:48] 模型这个事情会有人帮我们解决
[02:44:49] 那模型会赢呢
[02:44:51] 公司会自己都做自己的推理吗
[02:44:52] 对他们都会做自己的推理
[02:44:54] 那为什么一定需要VLM
[02:44:56] 这个就是因为
[02:44:57] 他们内部的推理引擎
[02:44:59] 很多时候很难在外部去部署
[02:45:00] 所以比如说刚才说到DeepSeq
[02:45:02] 他们的infra做得非常强
[02:45:04] 但是这个是基于
[02:45:06] 他们完整的能够控制自己的
[02:45:08] 从集群到上层的软件的
[02:45:11] 这个条件基础上的
[02:45:12] 那么他就没有办法做快速的扩充
[02:45:14] 比如说
[02:45:15] 你再给他十倍的机器
[02:45:17] 他们能不能马上产生出十倍的token
[02:45:21] 这个是不行的
[02:45:22] 然后呢我们做的开源的推理
[02:45:24] 更多是一个
[02:45:25] 更公用化的一个推理
[02:45:28] 那比如说我可以在云上面租一些机器
[02:45:31] 可能这个机器有各种各样
[02:45:32] 这样那样的限制
[02:45:34] 可能我们没有办法控制的那么极致
[02:45:36] 但是我们也能够做出一个
[02:45:38] 还不错水平的推理引擎
[02:45:40] 你觉得你们会是下一个Linux吗
[02:45:41] 我们是在网这方面考虑的
[02:45:44] 或者说就是确实是在网这方面的发展
[02:45:47] 而且它的影响力
[02:45:48] 我觉得已经
[02:45:49] 我们已经可以说
[02:45:51] 它就是AI推理领域的Linux
[02:45:53] 那么比如说你看到Linux
[02:45:55] 一个重要的维护公司是Red Hat
[02:45:58] 它促进了这个Linux的这个推广
[02:46:00] 就是Red Hat
[02:46:01] 它也在投入VM
[02:46:03] 所以它为什么投入VM
[02:46:04] 就是它觉得VM就是下一个Linux
[02:46:07] 而且它已经把VM打包到他们很多的
[02:46:09] Linux的企业发行板里面了
[02:46:11] 所以就是未来他们部署的时候
[02:46:13] 就不再是一个冷冰冰的这个操作系统
[02:46:17] 而是一个能够运行AI的一个AI操作系统
[02:46:20] 你们接下来还有融资计划吗
[02:46:22] 有啊
[02:46:23] 我们这个公司肯定是要持续融资的嘛
[02:46:25] 但这个我觉得像前面说到的
[02:46:28] 我们不是为了融资而融资
[02:46:30] 我们更多是希望能够有一些
[02:46:33] 我们做出来的
[02:46:34] 我们觉得值得融资的成果
[02:46:36] 所以我们现在正在马不停蹄地
[02:46:38] 做各种的这个工程的事情
[02:46:41] 下一个Milestone可能在哪呢
[02:46:43] 下一个Milestone
[02:46:45] 我觉得可能比较内部吧
[02:46:47] 就是我们希望我们把一些商业模式打通
[02:46:49] 然后我们可能会有一个
[02:46:50] 出现一些能够可规模化扩展的商业模式的时候
[02:46:55] 这个时候我觉得就是我们
[02:46:56] 在做下一次融资的时候了
[02:46:58] 我今天觉得你比我想象中有passion很多
[02:47:02] 特别是对于你们这个开源社区
[02:47:03] 非常有感情
[02:47:04] 我感觉你也一直很喜欢做那种打通底层
[02:47:07] 然后解决通用问题
[02:47:09] 包括做一个透明化的系统的事情
[02:47:12] 你觉得你这个性格底色是怎么形成的呀
[02:47:15] 我觉得还是跟这个成长的时代有关系吧
[02:47:20] 就是我接触技术
[02:47:22] 像这个上大学以来一直接触的技术
[02:47:24] 都是就是大家对于开源是比较open的
[02:47:27] 就是我们不管做什么事情
[02:47:29] 第一件事就是先去搜索一下
[02:47:32] 这个技术有没有人已经做过了
[02:47:33] 然后从开源的那边开始
[02:47:35] 所以这个其实也是最近十几年才有的风气吧
[02:47:39] 我觉得
[02:47:39] 然后我是在这样的这个环境下成长起来的
[02:47:43] 所以我自然的就觉得
[02:47:44] 技术开源是一个很自然的事情
[02:47:48] 你觉得你在美国的那些实验室里面
[02:47:50] 有没有一个很自然的事情
[02:47:50] 中国的人或者团队对于开源会更有热情吗
[02:47:55] 相对其他国家和地区的人来说
[02:47:57] 我不知道这个问的对不对
[02:47:59] 我觉得这个可能跟国家没有很大的关系
[02:48:03] 就是这是一个整体的全球范围内的开源运动
[02:48:08] 可能从几十年这个操作系统开源开始
[02:48:13] 然后一直演变到现在的一个状态
[02:48:16] 从16年就开始写知乎
[02:48:17] 你为什么喜欢写作
[02:48:19] 然后你觉得通过写作
[02:48:20] 写作和通过写作
[02:48:22] 然后和世界发生交互给你带来什么
[02:48:24] 我的很多技术创作
[02:48:26] 就是我的很多写作也都是技术创作
